order_id,order_date,hold_start,hold_end,hold_duration_hours,hold_status,hold_reason,root_cause,resolution_action,business_unit,region,sub_region,customer_name,product_line,currency,order_value,sales_rep,priority
SO-2025-HK-00114,2025-12-04,2025-12-04 05:13:00,2025-12-04 10:19:00,5.1,Resolved,Discount Approval Pending,Non-standard deal structure,Rejected - repriced,Data Center,APAC,India,Infosys Technologies,DGX,INR,432524,Emily Zhang,Standard
SO-2026-US-00115,2026-01-13,2026-01-13 03:26:00,2026-01-13 09:11:00,5.7,Resolved,Currency/FX Mismatch,Order currency differs from price list,FX rate updated,Gaming,Americas,US West,Meta Platforms Inc,GeForce RTX,USD,75519,Thomas Fischer,Standard
SO-2025-EU-00116,2025-12-25,2025-12-25 00:59:00,2025-12-25 05:29:00,4.5,Resolved,Currency/FX Mismatch,Multi-currency order,Currency corrected,Gaming,EMEA,France,Renault Group,GeForce RTX,EUR,45503,Maria Garcia,Standard
SO-2025-EU-00117,2025-10-20,2025-10-20 02:43:00,2025-10-20 07:29:00,4.8,Resolved,Currency/FX Mismatch,FX rate expired,Manual override applied,Data Center,EMEA,Netherlands,ASML Netherlands,DGX,EUR,1368775,Thomas Fischer,Standard
SO-2025-HK-00118,2025-12-12,2025-12-12 01:24:00,2025-12-12 11:10:00,9.8,Resolved,Customer Master Data Incomplete,Tax ID not on file,Customer contacted for info,Data Center,APAC,Hong Kong,Lenovo Hong Kong Ltd,DGX,HKD,1424761,Emily Zhang,Critical
SO-2025-HK-00119,2025-11-01,2025-11-01 00:49:00,2025-11-01 11:31:00,10.7,Resolved,Regional Price Override Required,Competitive bid requires special pricing,Escalated to HQ,Gaming,APAC,Taiwan,ASUS Taiwan HQ,GeForce RTX,TWD,77124,Robert Johnson,Standard
SO-2026-HK-00120,2026-01-30,2026-01-30 06:50:00,,17.2,Open,Regional Price Override Required,Government/education discount,,Edge AI,APAC,Australia,Data#3 Australia,Jetson,AUD,31710,Robert Johnson,Urgent
SO-2025-HK-00121,2025-10-22,2025-10-22 01:18:00,2025-10-22 07:12:00,5.9,Resolved,Customer Master Data Incomplete,Missing billing address,Credit approved,Edge AI,APAC,Japan,NEC Corporation Japan,Jetson,JPY,50449,James Chen,Urgent
SO-2025-EU-00122,2025-11-08,2025-11-08 01:42:00,2025-11-08 08:24:00,6.7,Resolved,Customer Master Data Incomplete,Missing billing address,Customer data updated,Data Center,EMEA,UK,BAE Systems UK,HGX,GBP,410211,Kevin Park,Standard
SO-2025-EU-00123,2025-10-09,2025-10-09 06:12:00,2025-10-09 08:08:00,1.9,Resolved,Customer Master Data Incomplete,Tax ID not on file,Credit approved,Gaming,EMEA,Germany,BMW Group Germany,GeForce RTX,EUR,100823,Anna Mueller,Standard
SO-2025-US-00124,2025-10-04,2025-10-04 01:32:00,,38.7,Open,Currency/FX Mismatch,FX rate expired,,Gaming,Americas,Brazil,Embraer SA,GeForce RTX,BRL,33647,David Liu,Urgent
SO-2025-EU-00125,2025-10-30,2025-10-30 04:14:00,,57.6,Open,Regional Price Override Required,Government/education discount,,Data Center,EMEA,France,Renault Group,HGX,EUR,520633,Emily Zhang,Critical
SO-2025-HK-00126,2025-12-31,2025-12-31 07:29:00,2026-01-02 09:09:00,49.7,Resolved,Regional Price Override Required,Government/education discount,Regional price approved,Data Center,APAC,India,Tata Consultancy Services India,DGX,INR,358156,Maria Garcia,Critical
SO-2025-US-00127,2025-10-10,2025-10-10 00:40:00,,42.7,Escalated,Discount Approval Pending,Discount exceeds threshold,,Data Center,Americas,Brazil,Petrobras Brazil,DGX,BRL,236493,David Liu,Standard
SO-2025-US-00128,2025-12-03,2025-12-03 01:06:00,,14.8,Open,Customer Master Data Incomplete,Tax ID not on file,,Gaming,Americas,US West,Amazon Web Services,GeForce RTX,USD,62045,Emily Zhang,Urgent
SO-2025-HK-00129,2025-11-04,2025-11-04 02:32:00,2025-11-04 21:34:00,19.0,Resolved,Missing Price List,New product not in system,Manual price entry,Data Center,APAC,Japan,NEC Corporation Japan,Tesla/A100,JPY,580743,Maria Garcia,Standard
SO-2025-HK-00130,2025-12-09,2025-12-09 07:43:00,,42.5,Escalated,Expired Quote,Customer delayed PO,,Automotive,APAC,Singapore,Supermicro Singapore,DRIVE,SGD,1237628,David Liu,Urgent
SO-2026-EU-00131,2026-01-29,2026-01-29 05:54:00,,40.4,Escalated,Missing Price List,BU price list not uploaded,,OEM,EMEA,France,Dassault Systemes France,Quadro,EUR,191791,Maria Garcia,Standard
SO-2026-HK-00132,2026-01-18,2026-01-18 01:44:00,2026-01-18 12:41:00,10.9,Resolved,Customer Master Data Incomplete,Missing billing address,Credit approved,Professional Visualization,APAC,India,Tata Consultancy Services India,Quadro,INR,292411,Robert Johnson,Urgent
SO-2026-HK-00133,2026-01-07,2026-01-07 02:00:00,2026-01-07 08:55:00,6.9,Resolved,Missing Price List,Price list version expired,Price list uploaded by BU team,Gaming,APAC,Korea,LG Electronics Korea,GeForce RTX,KRW,38567,Yuki Tanaka,Standard
SO-2025-US-00134,2025-11-27,2025-11-27 04:38:00,,29.3,Open,Currency/FX Mismatch,Order currency differs from price list,,OEM,Americas,Brazil,Petrobras Brazil,Quadro,BRL,157208,Maria Garcia,Standard
SO-2025-US-00135,2025-11-05,2025-11-05 03:28:00,,25.5,Open,Missing Price List,Price list version expired,,Data Center,Americas,Brazil,Embraer SA,DGX,BRL,733344,Michael Wong,Urgent
SO-2026-US-00136,2026-01-27,2026-01-27 02:50:00,,58.9,Escalated,Missing Price List,BU price list not uploaded,,Data Center,Americas,US West,Meta Platforms Inc,DGX,USD,493490,Sarah Kim,Critical
SO-2025-HK-00137,2025-10-27,2025-10-27 00:43:00,2025-10-27 04:57:00,4.2,Resolved,Currency/FX Mismatch,Multi-currency order,Currency corrected,Professional Visualization,APAC,Australia,Fujitsu Australia,Quadro,AUD,79956,Anna Mueller,Standard
SO-2025-EU-00138,2025-12-05,2025-12-05 02:24:00,2025-12-06 17:01:00,38.6,Resolved,Regional Price Override Required,Country-specific pricing not configured,Regional price approved,Edge AI,EMEA,Switzerland,ABB Switzerland,Jetson,CHF,96546,James Chen,Standard
SO-2025-HK-00139,2025-12-21,2025-12-21 05:09:00,2025-12-22 04:46:00,23.6,Resolved,Regional Price Override Required,Country-specific pricing not configured,Escalated to HQ,Automotive,APAC,Hong Kong,Lenovo Hong Kong Ltd,DRIVE,HKD,3545601,Raj Patel,Standard
SO-2025-HK-00140,2025-10-20,2025-10-20 01:04:00,2025-10-20 10:27:00,9.4,Resolved,Missing Price List,Price list version expired,Escalated to product management,Data Center,APAC,Japan,Fujitsu Japan,DGX,JPY,885914,Kevin Park,Urgent
SO-2026-US-00141,2026-01-07,2026-01-07 05:22:00,2026-01-07 12:49:00,7.4,Resolved,Missing Price List,Price list version expired,Manual price entry,Automotive,Americas,Brazil,Petrobras Brazil,DRIVE,BRL,721668,Kevin Park,Standard
SO-2025-EU-00142,2025-10-26,2025-10-26 02:41:00,,24.7,Open,System Error,Duplicate order entry,,Automotive,EMEA,Germany,Mercedes-Benz AG,DRIVE,EUR,2459231,Yuki Tanaka,Urgent
SO-2025-EU-00143,2025-11-09,2025-11-09 04:00:00,,7.3,Open,Missing Price List,BU price list not uploaded,,Gaming,EMEA,Germany,BMW Group Germany,GeForce RTX,EUR,109064,Thomas Fischer,Critical
SO-2025-US-00144,2025-11-24,2025-11-24 02:38:00,2025-11-25 06:18:00,27.7,Resolved,Discount Approval Pending,Non-standard deal structure,Approved by regional manager,OEM,Americas,US East,Lockheed Martin,GeForce RTX,USD,181269,David Liu,Standard
SO-2025-EU-00145,2025-10-09,2025-10-09 07:05:00,2025-10-09 07:35:00,0.5,Resolved,Currency/FX Mismatch,Order currency differs from price list,FX rate updated,Gaming,EMEA,Germany,BMW Group Germany,GeForce RTX,EUR,102629,Sophie Martin,Urgent
SO-2025-HK-00146,2025-11-20,2025-11-20 05:17:00,,42.9,Escalated,Discount Approval Pending,Discount exceeds threshold,,Professional Visualization,APAC,Hong Kong,ASUS Computer HK,Quadro,HKD,125743,Sophie Martin,Standard
SO-2025-EU-00147,2025-10-17,2025-10-17 07:18:00,2025-10-17 07:48:00,0.5,Resolved,Missing Price List,New product not in system,Manual price entry,OEM,EMEA,France,Renault Group,Quadro,EUR,108932,Raj Patel,Standard
SO-2025-HK-00148,2025-11-18,2025-11-18 06:49:00,2025-11-18 07:32:00,0.7,Resolved,Missing Price List,New product not in system,Escalated to product management,Gaming,APAC,Japan,Dell Technologies Japan,GeForce RTX,JPY,28781,Sophie Martin,Standard
SO-2025-HK-00149,2025-10-21,2025-10-21 07:03:00,2025-10-22 03:42:00,20.7,Resolved,Discount Approval Pending,Approver out of office,Auto-approved after escalation,Automotive,APAC,Hong Kong,Lenovo Hong Kong Ltd,DRIVE,HKD,1148998,Thomas Fischer,Standard
SO-2025-EU-00150,2025-11-14,2025-11-14 00:30:00,2025-11-14 05:06:00,4.6,Resolved,Currency/FX Mismatch,FX rate expired,Currency corrected,Gaming,EMEA,UK,BAE Systems UK,GeForce RTX,GBP,47254,Emily Zhang,Standard
SO-2026-HK-00151,2026-01-23,2026-01-23 05:30:00,,68.1,Escalated,Discount Approval Pending,Approver out of office,,Data Center,APAC,Hong Kong,Lenovo Hong Kong Ltd,HGX,HKD,241433,Sarah Kim,Critical
SO-2025-EU-00152,2025-11-10,2025-11-10 04:08:00,2025-11-10 13:48:00,9.7,Resolved,Discount Approval Pending,Approver out of office,Auto-approved after escalation,Data Center,EMEA,Netherlands,Philips Healthcare,DGX,EUR,1060581,Maria Garcia,Urgent
SO-2026-EU-00153,2026-01-10,2026-01-10 03:52:00,2026-01-11 06:10:00,26.3,Resolved,Regional Price Override Required,Competitive bid requires special pricing,Escalated to HQ,Gaming,EMEA,Switzerland,CERN Switzerland,GeForce RTX,CHF,78545,Emily Zhang,Standard
SO-2025-HK-00154,2025-10-07,2025-10-07 07:35:00,,44.5,Open,Missing Price List,BU price list not uploaded,,Data Center,APAC,Korea,LG Electronics Korea,DGX,KRW,835209,David Liu,Standard
SO-2025-EU-00155,2025-12-04,2025-12-04 07:47:00,2025-12-04 16:44:00,8.9,Resolved,Missing Price List,BU price list not uploaded,Price list uploaded by BU team,Edge AI,EMEA,Netherlands,Philips Healthcare,Jetson,EUR,66402,Maria Garcia,Standard
SO-2025-HK-00156,2025-10-15,2025-10-15 06:45:00,,63.3,Escalated,Customer Master Data Incomplete,Tax ID not on file,,Gaming,APAC,Hong Kong,ASUS Computer HK,GeForce RTX,HKD,17329,Priya Sharma,Critical
SO-2025-HK-00157,2025-10-13,2025-10-13 06:45:00,2025-10-13 11:05:00,4.3,Resolved,Customer Master Data Incomplete,Tax ID not on file,Customer data updated,Data Center,APAC,Japan,Dell Technologies Japan,DGX,JPY,404615,Robert Johnson,Standard
SO-2025-HK-00158,2025-12-31,2025-12-31 01:37:00,2025-12-31 07:30:00,5.9,Resolved,Currency/FX Mismatch,Order currency differs from price list,Manual override applied,Gaming,APAC,Australia,Data#3 Australia,GeForce RTX,AUD,46152,David Liu,Standard
SO-2025-US-00159,2025-11-05,2025-11-05 07:19:00,,12.5,Open,Expired Quote,Price increase since quote,,Gaming,Americas,US West,Amazon Web Services,GeForce RTX,USD,72471,Sophie Martin,Urgent
SO-2025-US-00160,2025-11-17,2025-11-17 02:46:00,2025-11-18 00:15:00,21.5,Resolved,Missing Price List,New product not in system,Escalated to product management,OEM,Americas,Brazil,Petrobras Brazil,Quadro,BRL,485312,Priya Sharma,Critical
SO-2025-US-00161,2025-11-16,2025-11-16 04:04:00,2025-11-16 07:07:00,3.1,Resolved,Currency/FX Mismatch,Multi-currency order,Currency corrected,Gaming,Americas,Brazil,Embraer SA,GeForce RTX,BRL,121784,David Liu,Standard
SO-2026-EU-00162,2026-01-22,2026-01-22 05:55:00,,23.0,Open,Customer Master Data Incomplete,Missing billing address,,Automotive,EMEA,France,Dassault Systemes France,DRIVE,EUR,1085870,Yuki Tanaka,Standard
SO-2025-US-00163,2025-12-10,2025-12-10 03:03:00,2025-12-10 15:28:00,12.4,Resolved,Missing Price List,Price list version expired,Price list uploaded by BU team,Automotive,Americas,US West,Meta Platforms Inc,DRIVE,USD,1854790,Sarah Kim,Standard
SO-2026-HK-00164,2026-01-07,2026-01-07 07:36:00,2026-01-07 09:36:00,2.0,Resolved,Currency/FX Mismatch,FX rate expired,Currency corrected,Data Center,APAC,Korea,LG Electronics Korea,Tesla/A100,KRW,984513,John Smith,Standard
SO-2025-HK-00165,2025-11-25,2025-11-25 03:30:00,,41.3,Open,Missing Price List,New product not in system,,Data Center,APAC,Korea,LG Electronics Korea,DGX,KRW,449593,Lisa Anderson,Standard
SO-2025-EU-00166,2025-10-31,2025-10-31 03:54:00,2025-11-01 13:21:00,33.5,Resolved,Expired Quote,Price increase since quote,Original price honored,Automotive,EMEA,UK,BAE Systems UK,DRIVE,GBP,2777470,Yuki Tanaka,Standard
SO-2025-EU-00167,2025-12-21,2025-12-21 07:06:00,2025-12-22 04:45:00,21.7,Resolved,Discount Approval Pending,Approver out of office,Rejected - repriced,OEM,EMEA,France,Dassault Systemes France,Quadro,EUR,479249,Anna Mueller,Standard
SO-2025-US-00168,2025-11-13,2025-11-13 06:42:00,,91.9,Escalated,Currency/FX Mismatch,Order currency differs from price list,,Gaming,Americas,US East,Microsoft Azure,GeForce RTX,USD,76568,Robert Johnson,Urgent
SO-2025-EU-00169,2025-11-02,2025-11-02 00:31:00,,68.7,Open,Expired Quote,Quote validity exceeded,,Gaming,EMEA,Germany,Volkswagen Group,GeForce RTX,EUR,143463,Robert Johnson,Urgent
SO-2025-US-00170,2025-10-28,2025-10-28 01:19:00,2025-10-28 17:45:00,16.4,Resolved,Expired Quote,Price increase since quote,New quote with updated pricing,Edge AI,Americas,US West,Meta Platforms Inc,Jetson,USD,62882,Sophie Martin,Urgent
SO-2026-EU-00171,2026-01-08,2026-01-08 02:42:00,2026-01-08 07:02:00,4.3,Resolved,Currency/FX Mismatch,Order currency differs from price list,Currency corrected,Professional Visualization,EMEA,France,Renault Group,Quadro,EUR,276396,Thomas Fischer,Standard
SO-2025-EU-00172,2025-10-13,2025-10-13 04:22:00,2025-10-16 10:20:00,78.0,Resolved,Missing Price List,New product not in system,Manual price entry,Data Center,EMEA,France,Dassault Systemes France,Tesla/A100,EUR,346088,Priya Sharma,Critical
SO-2026-US-00173,2026-01-08,2026-01-08 06:13:00,,43.1,Open,Missing Price List,New product not in system,,Gaming,Americas,US West,Amazon Web Services,GeForce RTX,USD,44383,Yuki Tanaka,Standard
SO-2026-US-00174,2026-01-04,2026-01-04 04:23:00,,5.6,Open,Discount Approval Pending,Discount exceeds threshold,,Gaming,Americas,US West,Meta Platforms Inc,GeForce RTX,USD,30372,James Chen,Urgent
SO-2025-EU-00175,2025-10-04,2025-10-04 07:31:00,2025-10-04 20:56:00,13.4,Resolved,Expired Quote,Quote validity exceeded,Quote reissued,Gaming,EMEA,UK,BAE Systems UK,GeForce RTX,GBP,66605,David Liu,Critical
SO-2025-EU-00176,2025-10-28,2025-10-28 05:56:00,2025-10-29 06:24:00,24.5,Resolved,Regional Price Override Required,Country-specific pricing not configured,Escalated to HQ,Edge AI,EMEA,Switzerland,CERN Switzerland,Jetson,CHF,29405,Maria Garcia,Critical
SO-2025-HK-00177,2025-11-16,2025-11-16 05:40:00,2025-11-16 14:22:00,8.7,Resolved,Missing Price List,New product not in system,Manual price entry,Data Center,APAC,Japan,NEC Corporation Japan,DGX,JPY,676946,Sarah Kim,Standard
SO-2025-HK-00178,2025-10-06,2025-10-06 03:56:00,2025-10-07 00:33:00,20.6,Resolved,Discount Approval Pending,Non-standard deal structure,Rejected - repriced,Edge AI,APAC,Korea,Samsung Electronics Korea,Jetson,KRW,49156,Maria Garcia,Standard
SO-2025-EU-00179,2025-10-11,2025-10-11 01:58:00,2025-10-12 13:11:00,35.2,Resolved,Discount Approval Pending,Non-standard deal structure,Approved by regional manager,Automotive,EMEA,Germany,Volkswagen Group,DRIVE,EUR,2074530,Anna Mueller,Standard
SO-2025-EU-00180,2025-10-29,2025-10-29 07:42:00,2025-10-29 23:32:00,15.8,Resolved,Expired Quote,Customer delayed PO,Quote reissued,Automotive,EMEA,Sweden,Volvo Group,DRIVE,SEK,806246,Pierre Durand,Urgent
SO-2025-US-00181,2025-12-25,2025-12-25 06:22:00,,16.1,Open,Customer Master Data Incomplete,Missing billing address,,Automotive,Americas,Brazil,Embraer SA,DRIVE,BRL,1955316,Raj Patel,Standard
SO-2026-HK-00182,2026-01-16,2026-01-16 01:39:00,2026-01-17 18:07:00,40.5,Resolved,Regional Price Override Required,Competitive bid requires special pricing,Regional price approved,Gaming,APAC,Korea,Samsung Electronics Korea,GeForce RTX,KRW,98831,Michael Wong,Urgent
SO-2025-HK-00183,2025-10-18,2025-10-18 03:11:00,2025-10-18 07:42:00,4.5,Resolved,System Error,SAP pricing condition error,SAP config corrected,Gaming,APAC,Korea,LG Electronics Korea,GeForce RTX,KRW,47740,Maria Garcia,Standard
SO-2026-US-00184,2026-01-28,2026-01-28 05:53:00,2026-01-28 15:10:00,9.3,Resolved,Discount Approval Pending,Discount exceeds threshold,Approved by regional manager,Data Center,Americas,US West,Amazon Web Services,HGX,USD,432679,Pierre Durand,Standard
SO-2026-US-00185,2026-01-14,2026-01-14 04:56:00,2026-01-14 18:47:00,13.9,Resolved,Expired Quote,Customer delayed PO,Quote reissued,Automotive,Americas,US East,Lockheed Martin,DRIVE,USD,1320712,Yuki Tanaka,Standard
SO-2025-US-00186,2025-11-09,2025-11-09 06:17:00,2025-11-09 12:06:00,5.8,Resolved,Missing Price List,New product not in system,Price list uploaded by BU team,Automotive,Americas,US East,Johns Hopkins University,DRIVE,USD,2059410,Sophie Martin,Standard
SO-2025-HK-00187,2025-11-26,2025-11-26 02:46:00,,32.7,Open,System Error,Interface sync failure,,Gaming,APAC,Korea,LG Electronics Korea,GeForce RTX,KRW,34299,David Liu,Standard
SO-2025-US-00188,2025-11-16,2025-11-16 03:26:00,,15.4,Open,Regional Price Override Required,Government/education discount,,Data Center,Americas,Brazil,Embraer SA,Tesla/A100,BRL,783780,Sophie Martin,Urgent
SO-2025-HK-00189,2025-10-25,2025-10-25 06:21:00,2025-10-25 15:12:00,8.8,Resolved,Missing Price List,BU price list not uploaded,Manual price entry,Data Center,APAC,Singapore,Razer Singapore,Tesla/A100,SGD,613009,Yuki Tanaka,Urgent
SO-2025-EU-00190,2025-11-03,2025-11-03 03:05:00,,59.7,Escalated,Regional Price Override Required,Country-specific pricing not configured,,Gaming,EMEA,Switzerland,ABB Switzerland,GeForce RTX,CHF,119933,Emily Zhang,Urgent
SO-2025-HK-00191,2025-11-02,2025-11-02 02:15:00,2025-11-02 08:32:00,6.3,Resolved,System Error,SAP pricing condition error,Manual reprocessing,Data Center,APAC,Hong Kong,MSI Computer Hong Kong,HGX,HKD,1508347,Raj Patel,Standard
SO-2025-US-00192,2025-10-19,2025-10-19 06:59:00,2025-10-19 13:49:00,6.8,Resolved,Discount Approval Pending,Approver out of office,Auto-approved after escalation,Automotive,Americas,US West,Stanford University,DRIVE,USD,926234,Pierre Durand,Urgent
SO-2025-HK-00193,2025-12-22,2025-12-22 00:38:00,2025-12-22 03:11:00,2.5,Resolved,Currency/FX Mismatch,Order currency differs from price list,Currency corrected,Automotive,APAC,Taiwan,ASUS Taiwan HQ,DRIVE,TWD,788639,David Liu,Urgent
SO-2025-HK-00194,2025-10-19,2025-10-19 02:02:00,,44.9,Open,Currency/FX Mismatch,Multi-currency order,,Data Center,APAC,India,Infosys Technologies,DGX,INR,838000,John Smith,Critical
SO-2025-US-00195,2025-10-17,2025-10-17 07:50:00,2025-10-17 21:39:00,13.8,Resolved,Missing Price List,New product not in system,Price list uploaded by BU team,Gaming,Americas,US West,Meta Platforms Inc,GeForce RTX,USD,31560,Michael Wong,Standard
SO-2025-HK-00196,2025-10-24,2025-10-24 05:01:00,2025-10-24 06:14:00,1.2,Resolved,Currency/FX Mismatch,FX rate expired,FX rate updated,Professional Visualization,APAC,Korea,LG Electronics Korea,Quadro,KRW,144432,Sarah Kim,Urgent
SO-2026-US-00197,2026-01-05,2026-01-05 04:26:00,2026-01-05 06:45:00,2.3,Resolved,Currency/FX Mismatch,FX rate expired,Currency corrected,Professional Visualization,Americas,US East,Johns Hopkins University,Quadro,USD,92908,Emily Zhang,Critical
SO-2025-US-00198,2025-11-14,2025-11-14 03:52:00,2025-11-14 18:09:00,14.3,Resolved,Customer Master Data Incomplete,Missing billing address,Customer data updated,Professional Visualization,Americas,Canada,BlackBerry QNX,Quadro,CAD,139122,Priya Sharma,Critical
SO-2025-EU-00199,2025-12-24,2025-12-24 06:37:00,,17.9,Open,Expired Quote,Price increase since quote,,Data Center,EMEA,Switzerland,ABB Switzerland,Tesla/A100,CHF,273782,Yuki Tanaka,Urgent
SO-2026-US-00200,2026-01-18,2026-01-18 03:56:00,,84.4,Escalated,Discount Approval Pending,Non-standard deal structure,,Gaming,Americas,US West,Tesla Inc,GeForce RTX,USD,124295,Lisa Anderson,Critical
SO-2026-US-00201,2026-01-28,2026-01-28 03:17:00,2026-01-28 11:30:00,8.2,Resolved,System Error,Interface sync failure,Duplicate removed,Automotive,Americas,US East,Lockheed Martin,DRIVE,USD,7021324,Sophie Martin,Urgent
SO-2026-HK-00202,2026-01-15,2026-01-15 04:14:00,2026-01-15 08:24:00,4.2,Resolved,Currency/FX Mismatch,FX rate expired,FX rate updated,Professional Visualization,APAC,India,Infosys Technologies,Quadro,INR,127503,Lisa Anderson,Urgent
SO-2025-HK-00203,2025-12-27,2025-12-27 06:13:00,2025-12-27 12:32:00,6.3,Resolved,Expired Quote,Price increase since quote,Quote reissued,Gaming,APAC,Korea,Samsung Electronics Korea,GeForce RTX,KRW,111310,John Smith,Standard
SO-2025-US-00204,2025-12-23,2025-12-23 02:49:00,2025-12-24 16:15:00,37.4,Resolved,Discount Approval Pending,Discount exceeds threshold,Approved by regional manager,Automotive,Americas,Canada,Shopify Canada,DRIVE,CAD,3587430,Lisa Anderson,Urgent
SO-2026-HK-00205,2026-01-18,2026-01-18 07:33:00,2026-01-19 10:04:00,26.5,Resolved,Discount Approval Pending,Non-standard deal structure,Rejected - repriced,Automotive,APAC,Australia,Data#3 Australia,DRIVE,AUD,1019981,David Liu,Standard
SO-2025-EU-00206,2025-10-30,2025-10-30 01:42:00,2025-10-31 10:18:00,32.6,Resolved,Discount Approval Pending,Non-standard deal structure,Approved by regional manager,Gaming,EMEA,Netherlands,ASML Netherlands,GeForce RTX,EUR,39377,Thomas Fischer,Standard
SO-2025-US-00207,2025-11-02,2025-11-02 05:59:00,2025-11-03 15:52:00,33.9,Resolved,Discount Approval Pending,Non-standard deal structure,Auto-approved after escalation,Data Center,Americas,US East,Lockheed Martin,HGX,USD,402672,Maria Garcia,Standard
SO-2025-HK-00208,2025-10-15,2025-10-15 03:36:00,,17.8,Open,Regional Price Override Required,Government/education discount,,Data Center,APAC,Hong Kong,ASUS Computer HK,HGX,HKD,1098416,Lisa Anderson,Standard
SO-2025-US-00209,2025-11-18,2025-11-18 03:47:00,2025-11-19 05:48:00,26.0,Resolved,Discount Approval Pending,Discount exceeds threshold,Approved by regional manager,OEM,Americas,Canada,BlackBerry QNX,Quadro,CAD,278699,Pierre Durand,Urgent
SO-2025-EU-00210,2025-10-03,2025-10-03 05:39:00,,37.0,Open,Customer Master Data Incomplete,Missing billing address,,OEM,EMEA,Germany,BMW Group Germany,GeForce RTX,EUR,295865,Sophie Martin,Standard
SO-2025-EU-00211,2025-10-15,2025-10-15 03:24:00,,30.5,Open,Customer Master Data Incomplete,Missing billing address,,OEM,EMEA,France,Dassault Systemes France,GeForce RTX,EUR,283017,Emily Zhang,Standard
SO-2025-US-00212,2025-12-16,2025-12-16 04:41:00,2025-12-16 22:37:00,17.9,Resolved,Regional Price Override Required,Government/education discount,Regional price approved,Data Center,Americas,US East,Microsoft Azure,HGX,USD,334683,Maria Garcia,Standard
SO-2025-EU-00213,2025-10-02,2025-10-02 00:32:00,,43.7,Open,Currency/FX Mismatch,Order currency differs from price list,,Gaming,EMEA,Switzerland,CERN Switzerland,GeForce RTX,CHF,169390,Lisa Anderson,Urgent
SO-2025-HK-00214,2025-12-22,2025-12-22 01:46:00,,44.6,Open,Currency/FX Mismatch,Order currency differs from price list,,Data Center,APAC,Singapore,Razer Singapore,DGX,SGD,902252,Emily Zhang,Urgent
SO-2025-US-00215,2025-11-30,2025-11-30 01:53:00,2025-11-30 07:51:00,6.0,Resolved,Currency/FX Mismatch,FX rate expired,Manual override applied,Data Center,Americas,US East,Lockheed Martin,HGX,USD,1145110,Priya Sharma,Standard
SO-2025-HK-00216,2025-12-06,2025-12-06 02:31:00,2025-12-06 03:11:00,0.7,Resolved,Currency/FX Mismatch,Order currency differs from price list,FX rate updated,Professional Visualization,APAC,India,Tata Consultancy Services India,Quadro,INR,258918,Yuki Tanaka,Urgent
SO-2026-US-00217,2026-01-09,2026-01-09 03:58:00,2026-01-10 08:42:00,28.7,Resolved,Regional Price Override Required,Country-specific pricing not configured,Regional price approved,Data Center,Americas,US East,Johns Hopkins University,HGX,USD,604576,Raj Patel,Urgent
SO-2025-HK-00218,2025-10-29,2025-10-29 01:12:00,,65.4,Open,Customer Master Data Incomplete,Missing billing address,,Gaming,APAC,Australia,Fujitsu Australia,GeForce RTX,AUD,116910,John Smith,Critical
SO-2025-HK-00219,2025-10-13,2025-10-13 06:52:00,2025-10-13 13:59:00,7.1,Resolved,Missing Price List,Price list version expired,Escalated to product management,Data Center,APAC,Korea,Samsung Electronics Korea,DGX,KRW,1332749,Michael Wong,Standard
SO-2025-EU-00220,2025-12-07,2025-12-07 03:49:00,,90.9,Escalated,System Error,Interface sync failure,,Gaming,EMEA,Netherlands,Philips Healthcare,GeForce RTX,EUR,49032,David Liu,Critical
SO-2025-US-00221,2025-12-23,2025-12-23 07:37:00,,69.5,Escalated,System Error,Duplicate order entry,,OEM,Americas,Brazil,Embraer SA,Quadro,BRL,220904,Sophie Martin,Critical
SO-2025-HK-00222,2025-10-04,2025-10-04 03:54:00,2025-10-08 17:18:00,109.4,Resolved,Customer Master Data Incomplete,New customer not set up in SAP,Credit approved,Professional Visualization,APAC,Singapore,Supermicro Singapore,Quadro,SGD,208763,Anna Mueller,Critical
SO-2025-EU-00223,2025-11-06,2025-11-06 04:52:00,2025-11-07 09:40:00,28.8,Resolved,Regional Price Override Required,Competitive bid requires special pricing,Standard pricing applied,OEM,EMEA,France,Renault Group,Quadro,EUR,249682,Raj Patel,Standard
SO-2025-EU-00224,2025-11-25,2025-11-25 02:38:00,2025-11-25 17:18:00,14.7,Resolved,Missing Price List,BU price list not uploaded,Escalated to product management,OEM,EMEA,France,Renault Group,GeForce RTX,EUR,447152,Kevin Park,Urgent
SO-2025-HK-00225,2025-10-17,2025-10-17 01:08:00,2025-10-18 03:42:00,26.6,Resolved,Regional Price Override Required,Competitive bid requires special pricing,Regional price approved,Gaming,APAC,Hong Kong,MSI Computer Hong Kong,GeForce RTX,HKD,26984,David Liu,Standard
SO-2025-EU-00226,2025-11-09,2025-11-09 02:56:00,2025-11-09 10:58:00,8.0,Resolved,Missing Price List,Price list version expired,Escalated to product management,Edge AI,EMEA,Sweden,Ericsson Sweden,Jetson,SEK,41832,Emily Zhang,Urgent
SO-2025-HK-00227,2025-11-07,2025-11-07 01:14:00,2025-11-09 01:44:00,48.5,Resolved,Regional Price Override Required,Government/education discount,Escalated to HQ,Automotive,APAC,India,Tata Consultancy Services India,DRIVE,INR,4182759,Michael Wong,Urgent
